,Rank,Name,Team,League,Nation,OVR,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position,SHO,Finishing,Shot Power,Penalties,Reactions,Preferred foot
1365,14644,David Skubl,Wolfsberger AC,Ö. Bundesliga,Austria,60,64,58,54,53,64,GK,58,9,41,18,59,Right
1366,14644,Luca Sonzogni,Mantova,Serie BKT,Italy,60,62,60,65,58,63,GK,60,6,49,15,47,Right
1367,14644,Dimitrios Stamatakis,CA Osasuna,LALIGA EA SPORTS,Greece,60,57,62,62,61,61,GK,62,6,47,10,50,Right
1368,14644,Gergő Szécsi,Ferencvárosi TC,Magyar Liga,Hungary,60,59,60,60,59,61,GK,60,11,45,17,50,Right
1369,14644,James Talbot,Bohemians,SSE Airtricity PD,Republic of Ireland,60,61,58,59,55,61,GK,58,13,44,28,62,Left
1370,14644,Simon Thomas,Tromsø IL,Eliteserien,Canada,60,60,60,57,59,60,GK,60,14,43,20,52,Right
1371,14644,Nick Townsend,Newport County,EFL League Two,Antigua and Barbuda,60,59,59,56,59,61,GK,59,15,42,30,55,Right
1372,14644,Nik Tzanev,Northampton,EFL League One,New Zealand,60,61,59,56,59,61,GK,59,8,42,15,55,Right
1373,14644,Connor van den Berg,Willem II,Eredivisie,Holland,60,60,60,56,59,59,GK,60,7,42,15,58,Right
1374,14644,Josue Vargas,Dep. Garcilaso,Sudamericana,Peru,60,57,63,61,55,60,GK,63,14,46,19,59,Right
1375,14644,Eduardo Villanueva,Colo-Colo,Libertadores,Chile,60,61,58,56,59,62,GK,58,5,42,11,50,Right
1376,14644,Joe Walsh,QPR,EFL Championship,England,60,60,61,60,59,60,GK,61,9,45,10,51,Right
1377,14644,Wang Zhifeng,Changchun Yatai,CSL,China PR,60,61,65,59,60,60,GK,65,6,44,19,42,Right
1378,14644,Lukas Wedl,FK Austria Wien,Ö. Bundesliga,Austria,60,60,57,56,58,60,GK,57,9,42,30,62,Right
1379,14644,Joe Whitworth,Exeter City,EFL League One,England,60,61,57,60,55,63,GK,57,8,45,18,60,Right
1380,14644,Xu Jiamin,Henan FC,CSL,China PR,60,62,58,55,58,61,GK,58,17,41,23,57,Right
1381,14644,Ali Emre Yanar,Kasımpaşa,Trendyol Süper Lig,Turkey,60,65,58,56,59,58,GK,58,5,42,19,51,Right
1382,14644,Leroy Zeller,Aleman. Aachen,3. Liga,Germany,60,61,60,63,62,63,GK,60,8,47,13,40,Right
1383,15274,Matthew Acton,Brisbane Roar,A-League,Australia,59,60,58,58,57,61,GK,58,19,44,27,51,Right
1384,15274,Raphaël Adicéam,AJ Auxerre,Ligue 1 McDonald's,France,59,62,60,57,60,58,GK,60,6,43,16,44,Right
1385,15274,Sören Ahlers,FC St. Pauli,Bundesliga,Germany,59,60,58,61,60,62,GK,58,5,46,15,44,Right
1386,15274,Abdelraouf Al Duqail,Al Fayha,ROSHN Saudi League,Saudi Arabia,59,54,54,58,63,60,GK,54,8,44,16,56,Right
1387,15274,Abdullah Al Owayshir,Al Wehda,ROSHN Saudi League,Saudi Arabia,59,64,56,55,54,62,GK,56,19,41,15,56,Right
1388,15274,An Chan Gi,Jeju United,K League 1,Korea Republic,59,58,61,55,60,57,GK,61,8,41,14,51,Right
1389,15274,Diogo Dias,Estoril Praia,Liga Portugal,Portugal,59,56,62,53,55,60,GK,62,7,40,16,54,Right
1390,15274,Justin Bengui,OL,Ligue 1 McDonald's,France,59,60,57,55,56,60,GK,57,7,41,19,58,Right
1391,15274,Matteo Bignetti,SK Sturm Graz,Ö. Bundesliga,Austria,59,61,58,54,55,61,GK,58,8,41,18,52,Right
1392,15274,Théo Borne,Clermont Foot 63,Ligue 2 BKT,France,59,55,62,52,56,63,GK,62,8,39,11,49,Right
1393,15274,Ameen Bukhari,Damac FC,ROSHN Saudi League,Saudi Arabia,59,60,55,56,57,58,GK,55,17,42,21,62,Right
1394,15274,Lautaro Bursich,Central Córdoba,Primera División,Argentina,59,63,58,51,54,61,GK,58,7,38,14,57,Right
1395,15274,Niccolò Chiorra,Empoli,Serie A Enilive,Italy,59,56,57,60,59,64,GK,57,6,45,10,48,Right
1396,15274,Cho Soo Hyuk,Ulsan Hyundai,K League 1,Korea Republic,59,57,59,58,60,56,GK,59,14,44,20,54,Right
1397,15274,Nicólas Claa,Lanús,Sudamericana,Argentina,59,61,59,58,59,62,GK,59,8,44,11,43,Right
1398,15274,Mateo Clemente,San Lorenzo,Libertadores,Argentina,59,58,59,58,58,60,GK,59,9,44,17,50,Left
1399,15274,Enzo Crombez,Rodez AF,Ligue 2 BKT,France,59,60,62,57,60,61,GK,62,7,43,12,40,Right
1400,15274,Joe Day,Cheltenham Town,EFL League Two,England,59,57,56,57,60,59,GK,56,12,43,13,55,Left
1401,15274,Martin Delavallée,Sp. Charleroi,1A Pro League,Belgium,59,60,56,62,59,59,GK,56,6,47,17,54,Right
1402,15274,Dominik Draband,VfB Stuttgart II,3. Liga,Germany,59,62,56,55,59,61,GK,56,6,41,18,46,Right
1403,15274,Du Jia,Shanghai Port FC,CSL,China PR,59,57,54,52,58,60,GK,54,14,39,10,67,Right
1404,15274,Alexander Eckmayr,WSG Tirol,Ö. Bundesliga,Austria,59,58,60,55,56,60,GK,60,6,41,14,56,Right
1405,15274,Mihai Eșanu,FC Petrolul,SUPERLIGA,Romania,59,61,53,60,55,65,GK,53,6,45,15,55,Right
1406,15274,Ángel Espínola,Sportivo Luqueño,Sudamericana,Argentina,59,56,57,58,59,61,GK,57,7,44,13,58,Right
1407,15274,Frank Feller,Heidenheim,Bundesliga,Germany,59,61,60,63,62,60,GK,60,7,47,13,35,Right
1408,15274,Kevin Gadellaa,FC Utrecht,Eredivisie,Holland,59,60,58,54,55,61,GK,58,7,41,21,58,Right
1409,15274,Stefan Hagerup,Lillestrøm SK,Eliteserien,Norway,59,59,59,56,60,58,GK,59,5,42,11,48,Right
1410,15274,Walid Hasbi,Strasbourg,Ligue 1 McDonald's,Morocco,59,66,58,55,53,62,GK,58,9,41,12,50,Right
1411,15274,Joe Hilton,Blackburn Rovers,EFL Championship,England,59,57,60,55,54,64,GK,60,10,41,18,53,Right
1412,15274,Rijk Janse,N.E.C. Nijmegen,Eredivisie,Holland,59,60,55,56,58,58,GK,55,8,42,10,62,Right
1413,15274,Vedat Karakuş,Adana Demirspor,Trendyol Süper Lig,Turkey,59,63,58,53,53,65,GK,58,8,40,19,50,Right
1414,15274,Sam Karssies,FC Twente,Eredivisie,Holland,59,58,60,55,56,60,GK,60,7,41,15,56,Right
1415,15274,Joey Kesting,RKC Waalwijk,Eredivisie,Holland,59,59,57,64,64,61,GK,57,9,48,17,37,Left
1416,15274,Ekrem Kılıçarslan,Göztepe,Trendyol Süper Lig,Turkey,59,62,55,60,53,62,GK,55,11,45,17,58,Right
1417,15274,Tim Kips,FC Erzgebirge Aue,3. Liga,Luxembourg,59,58,61,59,61,60,GK,61,8,44,13,43,Left
1418,15274,Robert Kwasigroch,Düsseldorf,Bundesliga 2,Germany,59,63,62,54,57,60,GK,62,8,41,11,38,Right
1419,15274,Phurba Lachenpa,Mumbai City FC,ISL,India,59,62,58,56,57,61,GK,58,9,42,11,46,Right
1420,15274,Liu Shibo,Shandong Taishan,CSL,China PR,59,60,54,53,54,62,GK,54,17,40,18,65,Right
1421,15274,Lautaro López Kaleniuk,San Lorenzo,Libertadores,Argentina,59,59,59,53,57,60,GK,59,5,40,17,56,Right
1422,15274,Louis Lord,FC Erzgebirge Aue,3. Liga,Germany,59,62,57,56,59,61,GK,57,7,42,11,44,Right
1423,15274,Idar Lysgård,KFUM-Kameratene,Eliteserien,Norway,59,61,60,57,57,58,GK,60,7,43,17,50,Right
1424,15274,Tidiane Malbec,FC Annecy,Ligue 2 BKT,France,59,60,62,60,58,59,GK,62,7,45,18,48,Right
1425,15274,Tommaso Martinelli,Fiorentina,Serie A Enilive,Italy,59,61,59,56,58,62,GK,59,8,42,13,43,Right
1426,15274,Novak Mićović,LA Galaxy,MLS,Serbia,59,59,58,55,56,60,GK,58,7,41,13,53,Right
1427,15274,Min Seong Jun,Incheon United,K League 1,Korea Republic,59,64,57,54,56,61,GK,57,11,41,15,52,Right
1428,15274,Joe Murphy,Tranmere Rovers,EFL League Two,Republic of Ireland,59,57,58,58,59,58,GK,58,13,44,15,55,Left
1429,15274,Tom Negrel,AJ Auxerre,Ligue 1 McDonald's,France,59,56,57,60,61,62,GK,57,3,45,13,49,Right
1430,15274,Chituru Odunze,Charlotte FC,MLS,United States,59,59,58,55,57,60,GK,58,6,41,14,59,Left
1431,15274,Aston Oxborough,Motherwell,Scottish Prem,England,59,59,60,56,58,57,GK,60,10,42,21,55,Right
1432,15274,Mark Oxley,Harrogate Town,EFL League Two,England,59,56,59,61,60,56,GK,59,12,46,13,56,Right
1433,15274,Josh Rae,St. Johnstone,Scottish Prem,Scotland,59,60,59,62,56,62,GK,59,8,47,12,50,Right
1434,15274,TP Rehenesh,Mumbai City FC,ISL,India,59,59,58,56,58,60,GK,58,6,42,17,53,Right
1435,15274,Danny Rogers,St. Pats,SSE Airtricity PD,Republic of Ireland,59,60,58,59,58,60,GK,58,13,44,32,53,Left
1436,15274,Camilo Romero,Millonarios,Libertadores,Colombia,59,60,58,55,58,60,GK,58,12,41,30,55,Right
1437,15274,Matthieu Rongier,Amiens SC,Ligue 2 BKT,France,59,60,62,59,56,59,GK,62,9,44,18,45,Right
1438,15274,Kacper Rosa,Motor Lublin,PKO BP Ekstraklasa,Poland,59,59,56,61,60,60,GK,56,14,46,22,51,Right
1439,15274,Alexandru Roșca,FC Dinamo 1948,SUPERLIGA,Romania,59,61,57,55,57,58,GK,57,11,41,24,55,Right
1440,15274,Paul Schermer,WSG Tirol,Ö. Bundesliga,Austria,59,62,57,56,57,61,GK,57,5,42,12,51,Right
1441,15274,Moritz Schulze,Fürth,Bundesliga 2,Germany,59,58,56,56,56,63,GK,56,6,42,11,60,Right
1442,15274,Brady Scott,LA Galaxy,MLS,United States,59,64,59,60,59,59,GK,59,7,45,12,40,Right
1443,15274,Tommy Simkin,Walsall,EFL League Two,England,59,61,57,58,57,60,GK,57,7,44,17,55,Right
1444,15274,Simon Simoni,FC Ingolstadt 04,3. Liga,Albania,59,64,57,54,58,61,GK,57,8,41,11,42,Right
1445,15274,Cieran Slicker,Ipswich,Premier League,Scotland,59,58,61,58,57,60,GK,61,10,44,19,53,Right
1446,15274,Antonio Spagnoli,FC Winterthur,CSSL,Switzerland,59,63,58,59,54,58,GK,58,9,44,13,55,Right
1447,15274,Aidan Stone,Notts County,EFL League Two,England,59,60,58,58,59,58,GK,58,10,44,12,54,Right
1448,15274,Georgios Theocharis,AEK Athens,Hellas Liga,Greece,59,62,58,55,56,62,GK,58,9,41,14,46,Left
1449,15274,Lewis Thomas,Bristol City,EFL Championship,Wales,59,59,58,57,58,60,GK,58,10,43,26,50,Right
1450,15274,Paul Tschernuth,Heidenheim,Bundesliga,Austria,59,60,61,60,58,60,GK,61,8,45,19,41,Right
1451,15274,Peter Urminsky,St. Mirren,Scottish Prem,Slovakia,59,60,59,58,58,60,GK,59,7,44,10,46,Right
1452,15274,Daniël Virginio Deen,AZ,Eredivisie,Holland,59,59,61,56,55,57,GK,61,9,42,10,56,Right
1453,15274,Lewis Ward,AFC Wimbledon,EFL League Two,England,59,59,58,59,58,61,GK,58,15,44,19,53,Right
1454,15274,Jordan Wright,Grimsby Town,EFL League Two,England,59,61,57,58,57,62,GK,57,5,44,15,51,Right
1455,15274,Yeerjieti Yeerzati,Qingdao W. Coast,CSL,China PR,59,61,56,63,57,57,GK,56,9,47,11,58,Left
1456,15274,Zou Dehai,Changchun Yatai,CSL,China PR,59,57,58,55,59,59,GK,58,16,41,21,61,Right
1457,15758,Sławomir Abramowicz,Jagiellonia,PKO BP Ekstraklasa,Poland,58,55,59,63,58,59,GK,59,7,47,10,47,Left
1458,15758,Habib Al Watyan,Al Fateh,ROSHN Saudi League,Saudi Arabia,58,58,59,57,56,59,GK,59,11,43,20,52,Right
1459,15758,Paul Argney,Havre AC,Ligue 1 McDonald's,France,58,59,59,60,49,64,GK,59,7,45,17,51,Right
1460,15758,Luca Ashby-Hammond,Gillingham,EFL League Two,England,58,59,58,56,54,62,GK,58,8,42,45,45,Right
1461,15758,Ardian Bajrami,BSC Young Boys,CSSL,Switzerland,58,59,58,59,57,59,GK,58,9,44,12,46,Right
1462,15758,Gavin Beavers,Real Salt Lake,MLS,United States,58,60,57,58,59,61,GK,57,5,44,17,38,Right
1463,15758,Pépé Bonet,Red Star FC,Ligue 2 BKT,Congo DR,58,60,55,57,56,59,GK,55,8,43,14,56,Right
1464,15758,Ryan Boot,Chesterfield,EFL League Two,England,58,61,58,53,58,55,GK,58,12,40,22,53,Right
1465,15758,Alexandru Borbei,Lecce,Serie A Enilive,Romania,58,57,61,62,60,53,GK,61,6,47,16,52,Right
1466,15758,Jakub Burek,Cracovia,PKO BP Ekstraklasa,Poland,58,59,61,48,57,58,GK,61,9,36,14,51,Right
1467,15758,Alexandre Castro,Racing Club,Sudamericana,Brazil,58,58,59,58,60,60,GK,59,8,44,12,43,Right
1468,15758,Jacob Chapman,Huddersfield,EFL League One,Australia,58,60,59,63,58,59,GK,59,6,47,18,42,Right
1469,15758,Billy Crellin,Everton,Premier League,England,58,58,57,57,56,61,GK,57,7,43,17,50,Right
1470,15758,Mamadou Diop,Grenoble Foot 38,Ligue 2 BKT,Mauritania,58,61,54,59,53,66,GK,54,8,44,15,42,Right
1471,15758,Colin Doyle,Bradford City,EFL League Two,Republic of Ireland,58,57,58,57,60,56,GK,58,14,43,25,55,Right
1472,15758,Giacomo Drago,Südtirol,Serie BKT,Italy,58,58,55,55,53,62,GK,55,5,41,12,54,Right
1473,15758,Jordan Eastham,Blackburn Rovers,EFL Championship,England,58,58,57,64,56,60,GK,57,7,48,12,52,Right
1474,15758,Geng Xiaofeng,Rongcheng FC,CSL,China PR,58,59,62,52,52,56,GK,62,11,39,15,54,Right
1475,15758,Ángel González,Libertad,Libertadores,Paraguay,58,58,56,58,56,60,GK,56,6,44,18,51,Right
1476,15758,Max Hagemoser,FC Hansa Rostock,3. Liga,Germany,58,59,56,58,57,60,GK,56,8,44,13,46,Left
1477,15758,David Harrington,Fleetwood Town,EFL League Two,Republic of Ireland,58,59,59,56,59,59,GK,59,7,42,19,45,Right
1478,15758,Sam Hornby,Walsall,EFL League Two,England,58,60,57,54,54,62,GK,57,11,41,14,52,Left
1479,15758,Jonathan Hutters,AGF,3F Superliga,Denmark,58,60,60,59,53,60,GK,60,9,44,15,50,Right
1480,15758,Zach Jeacock,Lincoln City,EFL League One,England,58,57,56,62,57,62,GK,56,8,47,15,46,Right
1481,15758,Laxmikant Kattimani,FC Goa,ISL,India,58,57,59,58,58,60,GK,59,16,44,23,48,Right
1482,15758,Stijn Keller,Almere City FC,Eredivisie,Switzerland,58,60,59,60,56,58,GK,59,9,45,22,42,Right
1483,15758,Michael Kelly,Accrington,EFL League Two,Republic of Ireland,58,59,58,56,59,58,GK,58,11,42,22,46,Right
1484,15758,Logan Ketterer,CF Montréal,MLS,United States,58,54,57,55,65,52,GK,57,5,41,36,57,Right
1485,15758,Kim Keun Bae,Jeju United,K League 1,Korea Republic,58,60,57,57,56,59,GK,57,11,43,12,51,Right
1486,15758,Jakob Kindberg,Kalmar FF,Allsvenskan,Sweden,58,54,57,59,61,60,GK,57,5,44,11,50,Right
1487,15758,Stefan Krell,Unirea Slobozia,SUPERLIGA,Austria,58,59,58,60,58,56,GK,58,6,45,16,52,Right
1488,15758,Alessandro Lai,Cosenza,Serie BKT,Italy,58,59,57,56,59,61,GK,57,9,42,16,38,Right
1489,15758,Sam Long,Bromley FC,EFL League Two,Scotland,58,62,55,59,54,58,GK,55,11,44,16,56,Right
1490,15758,Cristhian Loor,IDV,Libertadores,Ecuador,58,59,54,50,59,65,GK,54,8,38,18,45,Right
1491,15758,Mallki Marmanillo,Dep. Garcilaso,Sudamericana,Peru,58,54,56,50,58,59,GK,56,6,38,11,58,Right
1492,15758,Kevin Martínez,Danubio,Sudamericana,Uruguay,58,61,55,58,59,59,GK,55,8,44,14,49,Right
1493,15758,Corentin Michel,ESTAC Troyes,Ligue 2 BKT,Belgium,58,59,57,58,56,59,GK,57,9,44,16,53,Right
1494,15758,Moon Hyun Ho,Ulsan Hyundai,K League 1,Korea Republic,58,62,51,48,52,66,GK,51,9,36,15,53,Right
1495,15758,Valentyn Morgun,Dynamo Kyiv,Ukrayina Liha,Ukraine,58,58,57,57,58,59,GK,57,11,43,10,46,Right
1496,15758,Fabian Mrozek,Brommapojkarna,Allsvenskan,Poland,58,57,56,58,57,60,GK,56,6,44,15,53,Right
1497,15758,Mu Pengfei,Qingdao Hainiu,CSL,China PR,58,58,55,53,56,57,GK,55,6,40,13,62,Right
1498,15758,Mohammad Nawaz,Chennaiyin FC,ISL,India,58,59,55,59,55,62,GK,55,9,44,14,51,Right
1499,15758,Emmanuel Ogura,Randers FC,3F Superliga,Ghana,58,60,57,61,58,59,GK,57,8,46,16,44,Right
1500,15758,Peng Peng,SZ Peng City,CSL,China PR,58,58,56,52,57,65,GK,56,8,39,16,48,Right
1501,15758,Lúkas Petersson,TSG Hoffenheim,Bundesliga,Iceland,58,58,57,55,57,58,GK,57,8,41,10,50,Right
1502,15758,Luca Podlech,FC Schalke 04,Bundesliga 2,Germany,58,52,58,52,55,63,GK,58,5,39,15,56,Right
1503,15758,Tom Poitoux,Standard Liège,1A Pro League,Belgium,58,57,58,58,56,59,GK,58,6,44,14,49,Right
1504,15758,Fotis Pseftis,FC Lugano,CSSL,Greece,58,59,56,61,58,60,GK,56,6,46,15,50,Right
1505,15758,David Richards,Dundee United,Scottish Prem,Wales,58,57,56,56,55,61,GK,56,14,42,26,54,Right
1506,15758,Rasmus Sandberg,Rosenborg BK,Eliteserien,Norway,58,59,58,56,57,59,GK,58,6,42,11,49,Right
1507,15758,Fabian Scherger,Unterhaching,3. Liga,Germany,58,59,58,56,58,59,GK,58,7,42,24,50,Left
1508,15758,Shi Xiaodong,Nantong Zhiyun FC,CSL,China PR,58,54,55,57,57,58,GK,55,9,43,11,67,Right
1509,15758,Sam Slocombe,Notts County,EFL League Two,England,58,59,57,56,57,58,GK,57,14,42,19,55,Right
1510,15758,Mason Stajduhar,Orlando City,MLS,United States,58,59,56,58,57,60,GK,56,15,44,12,53,Right
1511,15758,Yannic Stein,Union Berlin,Bundesliga,Germany,58,61,54,56,57,62,GK,54,6,42,15,48,Right
1512,15758,Frank Stople,Strømsgodset IF,Eliteserien,Norway,58,59,60,57,57,61,GK,60,5,43,15,39,Right
1513,15758,Andrew Thomas,Sounders FC,MLS,Russia,58,61,58,60,57,61,GK,58,9,45,15,41,Right
1514,15758,Aron van Lare,NAC Breda,Eredivisie,Holland,58,61,59,62,59,60,GK,59,6,47,18,35,Right
1515,15758,Timon Vanhoutte,RSC Anderlecht,1A Pro League,Belgium,58,60,56,54,56,60,GK,56,5,41,11,48,Right
1516,15758,Szymon Weirauch,Lechia Gdańsk,PKO BP Ekstraklasa,Poland,58,57,56,55,57,62,GK,56,11,41,16,54,Right
1517,15758,Amund Wichne,FK Haugesund,Eliteserien,Norway,58,59,56,60,56,61,GK,56,14,45,20,48,Right
1518,16153,Zaid Al Bawardi,Al Riyadh,ROSHN Saudi League,Saudi Arabia,57,60,58,61,56,55,GK,58,17,46,14,47,Left
1519,16153,Matt Bersano,Austin FC,MLS,United States,57,60,51,60,54,58,GK,51,12,45,25,60,Right
1520,16153,Federico Brancolini,Empoli,Serie A Enilive,Italy,57,53,59,64,60,56,GK,59,7,48,18,47,Right
1521,16153,Gabriel Breeze,Carlisle United,EFL League Two,England,57,56,56,55,55,58,GK,56,5,41,18,50,Right
1522,16153,Nathan Broome,Swansea City,EFL Championship,England,57,56,58,57,54,58,GK,58,6,43,14,48,Right
1523,16153,Choi Cheol Won,FC Seoul,K League 1,Korea Republic,57,59,56,53,57,57,GK,56,16,40,12,52,Right
1524,16153,Dixon Contreras,Palestino,Libertadores,Chile,57,60,54,57,53,55,GK,54,8,43,12,56,Right
1525,16153,Ethan Cox,Adelaide United,A-League,Australia,57,59,57,55,54,57,GK,57,5,41,15,52,Right
1526,16153,Leon Cuk,Jahn Regensburg,Bundesliga 2,Germany,57,59,55,53,56,57,GK,55,6,40,16,48,Right
1527,16153,Maurice Dehler,FC Ingolstadt 04,3. Liga,Germany,57,60,55,52,55,59,GK,55,4,39,19,45,Right
1528,16153,Ramiro Nahuel García,Defensa,Sudamericana,Argentina,57,56,56,49,54,60,GK,56,8,37,15,57,Right
1529,16153,Tim Goller,Hertha BSC,Bundesliga 2,Germany,57,58,59,55,57,57,GK,59,9,41,12,44,Right
1530,16153,Fabian Heck,Kaiserslautern,Bundesliga 2,Luxembourg,57,58,58,59,56,57,GK,58,8,44,12,41,Right
1531,16153,Elias Höftmann,FC Hansa Rostock,3. Liga,Germany,57,59,57,56,55,59,GK,57,7,42,11,42,Right
1532,16153,Hwang Sung Min,FC Seoul,K League 1,Korea Republic,57,57,58,58,60,55,GK,58,20,44,17,46,Right
1533,16153,Cole Jensen,Inter Miami CF,MLS,United States,57,60,60,60,59,58,GK,60,7,45,14,33,Right
1534,16153,Jung San,Daejeon,K League 1,Korea Republic,57,56,56,58,56,55,GK,56,12,44,25,55,Right
1535,16153,Robert Kampa,1. FC Magdeburg,Bundesliga 2,Germany,57,57,57,54,56,57,GK,57,9,41,15,50,Right
1536,16153,Kasper Kiilerich,Viborg FF,3F Superliga,Denmark,57,58,55,52,59,57,GK,55,9,39,14,48,Right
1537,16153,Juri Kirchmayr,Grazer AK,Ö. Bundesliga,Austria,57,61,53,55,53,60,GK,53,9,41,13,54,Right
1538,16153,Aki Koch,Karlsruher SC,Bundesliga 2,Germany,57,60,56,59,57,62,GK,56,6,44,13,38,Right
1539,16153,Erik Krantz,GAIS,Allsvenskan,Sweden,57,59,57,56,59,57,GK,57,8,42,19,38,Right
1540,16153,Bas Langenbick,Cercle Brugge,1A Pro League,Belgium,57,62,57,55,53,61,GK,57,9,41,11,38,Right
1541,16153,Lee Jun Seo,Daejeon,K League 1,Korea Republic,57,59,54,54,55,58,GK,54,8,41,18,50,Right
1542,16153,Li Huayang,Nantong Zhiyun FC,CSL,China PR,57,58,56,55,54,56,GK,56,8,41,34,52,Right
1543,16153,Robin Mantel,Heracles Almelo,Eredivisie,Belgium,57,56,58,55,56,63,GK,58,9,41,16,39,Right
1544,16153,Filip Marschall,Crewe Alexandra,EFL League Two,England,57,58,55,60,55,59,GK,55,6,45,18,46,Right
1545,16153,Dario Marzino,BSC Young Boys,CSSL,Switzerland,57,63,52,53,53,60,GK,52,16,40,24,54,Right
1546,16153,Jasper Meijster,FC Groningen,Eredivisie,Holland,57,55,57,60,57,56,GK,57,7,45,16,48,Right
1547,16153,Toma Niga,Politehnica Iași,SUPERLIGA,Romania,57,56,55,56,53,59,GK,55,17,42,19,54,Right
1548,16153,Blondy Nna Noukeu,Sunderland,EFL Championship,Cameroon,57,59,55,55,53,64,GK,55,7,41,19,42,Right
1549,16153,Paul Piffer,SCR Altach,Ö. Bundesliga,Austria,57,59,52,52,55,60,GK,52,8,39,17,51,Right
1550,16153,Ionuț Pop,FC Hermannstadt,SUPERLIGA,Romania,57,55,55,56,55,59,GK,55,9,42,18,52,Right
1551,16153,Ángel Sánchez Chávez,S. Ameliano,Sudamericana,Paraguay,57,59,51,55,60,57,GK,51,8,41,18,55,Right
1552,16153,Marvin Seybold,SSV Ulm 1846,Bundesliga 2,Germany,57,58,54,51,56,60,GK,54,11,38,13,52,Right
1553,16153,Hussain Shaian,Al Okhdood,ROSHN Saudi League,Saudi Arabia,57,55,57,55,56,57,GK,57,11,41,22,55,Right
1554,16153,Kees Sims,GAIS,Allsvenskan,New Zealand,57,57,59,59,54,55,GK,59,8,44,19,53,Right
1555,16153,Dheeraj Singh Moirangthem,Mohun Bagan SG,ISL,India,57,56,55,56,54,62,GK,55,7,42,11,47,Right
1556,16153,Tom Smith,Colchester,EFL League Two,England,57,59,55,58,55,59,GK,55,7,44,16,51,Left
1557,16153,Lee Steacy,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland,57,57,57,55,58,56,GK,57,14,41,16,50,Right
1558,16153,George Ungureanu,FC Rapid 1923,SUPERLIGA,Romania,57,58,57,52,58,59,GK,57,10,39,11,45,Right
1559,16153,Xue Qinghao,Nantong Zhiyun FC,CSL,China PR,57,58,57,55,58,58,GK,57,9,41,15,43,Right
1560,16153,Zheng Tuluo,Beijing FC,CSL,Chinese Taipei,57,59,55,54,57,62,GK,55,6,41,13,37,Right
1561,16470,Abdulrahman Al Shammari,Al Riyadh,ROSHN Saudi League,Saudi Arabia,56,57,56,54,53,56,GK,56,8,41,13,49,Right
1562,16470,David Andersson,IFK Norrköping,Allsvenskan,Sweden,56,57,54,58,55,58,GK,54,8,44,18,47,Right
1563,16470,Aske Andresen,Silkeborg IF,3F Superliga,Denmark,56,56,55,55,56,58,GK,55,5,41,18,48,Right
1564,16470,Jethren Barr,Drogheda United,SSE Airtricity PD,South Africa,56,55,56,61,55,57,GK,56,8,46,15,42,Right
1565,16470,Patrick Beach,Melbourne City,A-League,Australia,56,57,53,54,53,59,GK,53,5,41,11,48,Right
1566,16470,Răzvan Began,FC Dinamo 1948,SUPERLIGA,Romania,56,58,54,49,54,55,GK,54,6,37,12,54,Right
1567,16470,Isaac Boehmer,Whitecaps FC,MLS,Canada,56,58,54,56,57,53,GK,54,10,42,16,53,Right
1568,16470,Luca Böggemann,VfL Osnabrück,3. Liga,Germany,56,58,60,52,50,63,GK,60,5,39,19,39,Right
1569,16470,Tom Booth,Crewe Alexandra,EFL League Two,England,56,55,55,54,54,56,GK,55,6,41,17,51,Right
1570,16470,Matthew Connor,Waterford,SSE Airtricity PD,Republic of Ireland,56,56,57,55,54,56,GK,57,11,41,16,45,Right
1571,16470,William Da Rocha,KFUM-Kameratene,Eliteserien,Norway,56,57,55,55,54,59,GK,55,4,41,10,42,Right
1572,16470,Ebbe De Vlaeminck,KV Kortrijk,1A Pro League,Belgium,56,58,57,54,55,59,GK,57,9,41,18,39,Right
1573,16470,Bela Dumrath,FC St. Gallen,CSSL,Germany,56,58,59,56,53,55,GK,59,6,42,19,47,Right
1574,16470,Han Feng,Cangzhou FC,CSL,China PR,56,57,54,58,55,54,GK,54,14,44,15,54,Right
1575,16470,Max Harris,Cheltenham Town,EFL League Two,England,56,55,54,52,55,58,GK,54,7,39,14,51,Right
1576,16470,Abdulbasit Hawsawi,Damac FC,ROSHN Saudi League,Saudi Arabia,56,56,55,53,53,58,GK,55,10,40,18,54,Right
1577,16470,Tobias Haahr Jakobsen,Vejle Boldklub,3F Superliga,Denmark,56,58,56,57,54,56,GK,56,10,43,22,46,Right
1578,16470,Sven Jansen,Go Ahead Eagles,Eredivisie,Holland,56,58,55,58,49,56,GK,55,11,44,17,54,Right
1579,16470,Timo Jansink,Heracles Almelo,Eredivisie,Holland,56,56,59,52,56,54,GK,59,8,39,10,48,Right
1580,16470,Marian Kirsch,Preußen Münster,Bundesliga 2,Germany,56,61,55,54,48,57,GK,55,7,41,11,50,Right
1581,16470,Bernt Klaverboer,sc Heerenveen,Eredivisie,Holland,56,60,53,58,53,57,GK,53,8,44,20,49,Right
1582,16470,Leon Klußmann,B. Dortmund II,3. Liga,Germany,56,59,56,55,50,56,GK,56,7,41,11,51,Right
1583,16470,Matthias Köbbing,1. FC Köln,Bundesliga 2,Germany,56,61,57,52,51,56,GK,57,8,39,15,49,Right
1584,16470,Luka Kukić,FC Botoșani,SUPERLIGA,Bosnia and Herzegovina,56,53,57,52,56,55,GK,57,9,39,14,54,Right
