Index,Rank,Name,Team,League,Nation,OVR,SHO,Finishing,Shot Power,Penalties,Reactions,Position,Preferred foot
12724,7937,Geisson Perea,UCV,Sudamericana,Colombia,67,28,20,53,36,64,CB,Right
12725,7937,Peter Pokorný,Śląsk Wrocław,PKO BP Ekstraklasa,Slovakia,67,46,42,57,36,62,CDM,Right
12726,7937,Edisson Restrepo,Nacional Potosí,Sudamericana,Colombia,67,29,29,34,36,56,CB,Right
12727,7937,Ignacio Rodríguez,AVS Futebol SAD,Liga Portugal,Uruguay,67,28,27,30,36,52,CB,Right
12728,7937,Salva Ruíz,CD Castellón,LALIGA HYPERMOTION,Spain,67,30,25,41,36,58,LB,Left
12729,7937,David Torres,R. Valladolid CF,LALIGA EA SPORTS,Spain,67,27,20,47,36,60,CB,Left
12730,7937,Luca Zander,SV Sandhausen,3. Liga,Germany,67,37,35,46,36,64,RB,Right
12731,9009,Hugo Andersson,Randers FC,3F Superliga,Sweden,66,29,22,44,36,58,CB,Right
12732,9009,Rocky Bushiri,Hibernian,Scottish Prem,Congo DR,66,26,17,46,36,56,CB,Right
12733,9009,Josué Cuero,Delfín SC,Sudamericana,Ecuador,66,38,35,54,36,60,RB,Right
12734,9009,Alan Czerwiński,GKS Katowice,PKO BP Ekstraklasa,Poland,66,42,44,46,36,61,RB,Right
12735,9009,Maël de Gevigney,Barnsley,EFL League One,France,66,28,23,38,36,66,CB,Right
12736,9009,Hassani Dotson,Minnesota United,MLS,United States,66,61,59,69,36,65,CDM,Right
12737,9009,Callum Elder,Derby County,EFL Championship,Australia,66,42,35,56,36,60,LB,Left
12738,9009,Espen Bjørnsen Garnås,Lillestrøm SK,Eliteserien,Norway,66,33,29,47,36,62,CB,Right
12739,9009,Patryk Janasik,Cracovia,PKO BP Ekstraklasa,Poland,66,49,55,43,36,62,LB,Right
12740,9009,Jaylin Lindsey,Charlotte FC,MLS,United States,66,44,42,58,36,61,RB,Right
12741,9009,Eoghan O'Connell,Wrexham,EFL League One,Republic of Ireland,66,41,33,56,36,58,CB,Right
12742,9009,Nathanael Ogbeta,Plymouth Argyle,EFL Championship,England,66,45,41,53,36,62,LB,Left
12743,9009,Luciano Ospina,Alianza FC,Sudamericana,Colombia,66,23,16,37,36,61,CB,Right
12744,9009,Alvas Powell,FC Cincinnati,MLS,Jamaica,66,45,37,62,36,60,RB,Right
12745,9009,Joshué Quiñonez,U. Católica,Sudamericana,Ecuador,66,31,28,39,36,66,CB,Right
12746,9009,Mathias Ross,Sparta Praha,Česká Liga,Denmark,66,32,29,43,36,56,CB,Right
12747,9009,Malick Yalcouyé,Brighton,Premier League,Mali,66,55,59,53,36,64,CM,Right
12748,10108,Will Aimson,Wigan Athletic,EFL League One,England,65,33,28,59,36,62,CB,Right
12749,10108,Bastian Allgeier,SSV Ulm 1846,Bundesliga 2,Germany,65,29,30,28,36,60,RB,Right
12750,10108,Gabriel Aranda,Banfield,Primera División,Argentina,65,30,23,52,36,64,CB,Right
12751,10108,Hugo Benítez,Olimpia,Sudamericana,Paraguay,65,32,28,40,36,50,CB,Right
12752,10108,Radu Boboc,FC Univ. Cluj,SUPERLIGA,Romania,65,51,52,58,36,62,RB,Right
12753,10108,Fredrik K. Dahl,Strømsgodset IF,Eliteserien,Norway,65,41,39,52,36,64,CB,Left
12754,10108,Anderson,Blau-Weiss Linz,Ö. Bundesliga,Brazil,65,55,54,66,36,64,RM,Right
12755,10108,Micael,Houston Dynamo,MLS,Brazil,65,26,18,43,36,60,CB,Left
12756,10108,Tayvon Gray,New York City FC,MLS,Jamaica,65,30,25,34,36,60,RB,Right
12757,10108,Steffen Hagen,Odds BK,Eliteserien,Norway,65,36,31,45,36,68,CB,Right
12758,10108,Leo Hjelde,Sunderland,EFL Championship,Norway,65,32,32,29,36,61,LB,Left
12759,10108,Lachlan Jackson,Suwon FC,K League 1,Australia,65,26,21,35,36,57,CB,Left
12760,10108,Luther James-Wildin,Stevenage,EFL League One,Antigua and Barbuda,65,49,48,53,36,60,RB,Right
12761,10108,Lee Jin Yong,Gimcheon Sangmu,K League 1,Korea Republic,65,48,41,60,36,64,CM,Right
12762,10108,Jorge Moreno,FC Cartagena,LALIGA HYPERMOTION,Spain,65,36,35,43,36,61,CB,Right
12763,10108,Nico Ochojski,Jahn Regensburg,Bundesliga 2,Germany,65,53,47,68,36,59,RB,Right
12764,10108,Bryan Okoh,RB Salzburg,Ö. Bundesliga,Switzerland,65,31,24,53,36,48,CB,Left
12765,10108,Juan José Orellana,Real Tomayapo,Sudamericana,Bolivia,65,37,39,40,36,49,LB,Left
12766,10108,Jairo Quinteros,Bolívar,Libertadores,Bolivia,65,26,20,38,36,61,CB,Left
12767,10108,Jonas Sterner,Dynamo Dresden,3. Liga,Germany,65,43,38,56,36,58,RB,Right
12768,10108,Ionuț Stoica,FC Hermannstadt,SUPERLIGA,Romania,65,23,18,36,36,60,CB,Left
12769,10108,Philipp Strompf,SSV Ulm 1846,Bundesliga 2,Germany,65,33,31,41,36,57,CB,Left
12770,10108,Logi Tómasson,Strømsgodset IF,Eliteserien,Iceland,65,55,54,65,36,60,LB,Left
12771,10108,Wang Shenchao,Shanghai Port FC,CSL,China PR,65,32,27,40,36,57,RB,Right
12772,11203,Tanner Beason,SJ Earthquakes,MLS,United States,64,25,21,32,36,59,CB,Left
12773,11203,James Bolton,Fleetwood Town,EFL League Two,England,64,35,29,51,36,59,CB,Right
12774,11203,André Boman,Halmstads BK,Allsvenskan,Sweden,64,49,49,54,36,62,RB,Right
12775,11203,Luis Casiani,Caracas FC,Libertadores,Venezuela,64,49,50,48,36,64,RB,Right
12776,11203,Bruno Oliveira,GwangJu FC,K League 1,Brazil,64,35,35,39,36,61,CB,Left
12777,11203,Anton Eriksson,IFK Norrköping,Allsvenskan,Sweden,64,32,31,38,36,65,CB,Right
12778,11203,Priestley Farquharson,Walsall,EFL League Two,England,64,33,33,47,36,59,CB,Right
12779,11203,Mads Larsen,Silkeborg IF,3F Superliga,Denmark,64,57,59,56,36,67,CM,Right
12780,11203,Rubén Lezcano,Libertad,Libertadores,Paraguay,64,52,49,59,36,61,CM,Left
12781,11203,Enrique Lofolomo,Viktoria Köln,3. Liga,Germany,64,52,52,57,36,61,CB,Right
12782,11203,Liam Morrison,QPR,EFL Championship,Scotland,64,31,26,45,36,60,CB,Right
12783,11203,Brian Plat,K. Beerschot VA,1A Pro League,Holland,64,27,20,47,36,53,CB,Right
12784,11203,Julian Rieckmann,SV Waldhof,3. Liga,Germany,64,35,35,41,36,63,CDM,Right
12785,11203,Sigurd Rosted,Toronto FC,MLS,Norway,64,47,44,60,36,55,CB,Right
12786,11203,Felipe Salomoni,Guaraní,Sudamericana,Argentina,64,44,39,56,36,54,LB,Left
12787,11203,Dan Sîrbu,Farul Constanța,SUPERLIGA,Romania,64,40,37,58,36,61,RB,Right
12788,11203,Tomislav Uskok,Macarthur FC,A-League,Australia,64,35,30,47,36,60,CB,Right
12789,11203,Wang Gang,Beijing FC,CSL,China PR,64,55,52,70,36,63,RB,Right
12790,11203,Roman Yakuba,Puszcza,PKO BP Ekstraklasa,Ukraine,64,26,21,37,36,55,CB,Left
12791,12239,Mohammed Al Fehaid,Al Fateh,ROSHN Saudi League,Saudi Arabia,63,50,48,55,36,65,CM,Right
12792,12239,Zac Ashworth,Blackpool,EFL League One,Wales,63,52,46,62,36,60,LB,Left
12793,12239,Michael Baldisimo,SJ Earthquakes,MLS,Canada,63,44,31,64,36,55,CDM,Right
12794,12239,Eric Björkander,Brommapojkarna,Allsvenskan,Sweden,63,35,31,42,36,61,CB,Right
12795,12239,Kobe Cools,FCV Dender EH,1A Pro League,Belgium,63,26,21,45,36,55,CB,Right
12796,12239,Donervon Daniels,Walsall,EFL League Two,Montserrat,63,35,30,45,36,62,CB,Right
12797,12239,Alin Dobrosavlevici,FC Gloria Buzău,SUPERLIGA,Romania,63,27,23,34,36,60,CB,Right
12798,12239,Yoni Gomis,Strasbourg,Ligue 1 McDonald's,France,63,26,24,33,36,62,CB,Right
12799,12239,Ibe Hautekiet,Standard Liège,1A Pro League,Belgium,63,33,24,62,36,49,CB,Right
12800,12239,Rob Hunt,Colchester,EFL League Two,England,63,35,29,45,36,55,RB,Right
12801,12239,Mohammed Jahfali,Al Kholood,ROSHN Saudi League,Saudi Arabia,63,36,34,42,36,50,CB,Right
12802,12239,Maudo Lamine Jarjué,Sandefjord,Eliteserien,Gambia,63,35,34,36,36,54,CB,Right
12803,12239,Joel King,Sydney FC,A-League,Australia,63,33,34,29,36,58,LB,Left
12804,12239,Apostolos Konstantopoulos,K. Beerschot VA,1A Pro League,Greece,63,26,22,38,36,60,CB,Right
12805,12239,Johnny Koutroumbis,Motherwell,Scottish Prem,Australia,63,31,28,37,36,58,RB,Right
12806,12239,Lee Jung Taek,Daejeon,K League 1,Korea Republic,63,26,22,38,36,62,CB,Right
12807,12239,Diego Vera,Sportivo Luqueño,Sudamericana,Paraguay,63,27,20,45,36,62,LB,Left
12808,13135,Christian Camarillo,Metropolitanos,Sudamericana,Venezuela,62,26,18,40,36,62,CB,Right
12809,13135,Dion Conroy,Crawley Town,EFL League One,England,62,28,21,48,36,59,CB,Right
12810,13135,Jamie Grimes,Chesterfield,EFL League Two,England,62,28,22,44,36,61,CB,Left
12811,13135,Andrea Hristov,Cosenza,Serie BKT,Bulgaria,62,40,35,52,36,62,CB,Right
12812,13135,Kim Kang San,Gimcheon Sangmu,K League 1,Korea Republic,62,34,31,39,36,53,CB,Right
12813,13135,Lukas Klemenz,GKS Katowice,PKO BP Ekstraklasa,Poland,62,25,22,34,36,53,CB,Right
12814,13135,Ziyad Larkeche,Dundee FC,Scottish Prem,France,62,42,40,41,36,59,LB,Left
12815,13135,Lorenzo Lucchesi,Venezia,Serie A Enilive,Italy,62,30,29,40,36,58,CB,Left
12816,13135,Cláudio Silva,Politehnica Iași,SUPERLIGA,Portugal,62,29,22,46,36,57,CB,Left
12817,13135,Darius Oroian,Sepsi OSK,SUPERLIGA,Romania,62,41,35,52,36,56,RB,Right
12818,13135,Luca Petrasso,Orlando City,MLS,Canada,62,42,36,60,36,56,LB,Left
12819,13135,Alex Rangel,Barcelona SC,Libertadores,Ecuador,62,31,32,34,36,54,CB,Right
12820,13135,Robert Slevin,Galway United,SSE Airtricity PD,Republic of Ireland,62,28,26,25,36,54,CB,Left
12821,13135,Noah Söderberg,Halmstads BK,Allsvenskan,Sweden,62,49,48,50,36,60,CM,Right
12822,13135,Diego Stramaccioni,Reggiana,Serie BKT,Italy,62,27,22,39,36,63,CB,Left
12823,13955,Abdullah Al Shamekh,Al Qadisiyah,ROSHN Saudi League,Saudi Arabia,61,40,26,60,36,52,LB,Left
12824,13955,Rhys Bennett,Fleetwood Town,EFL League Two,England,61,37,31,52,36,58,CB,Right
12825,13955,Ronan Boyce,Derry City,SSE Airtricity PD,Republic of Ireland,61,48,48,48,36,56,RB,Right
12826,13955,Ibrahima Cissé,FC Schalke 04,Bundesliga 2,Mali,61,30,30,35,36,56,CB,Right
12827,13955,Francisco Facello,Belgrano,Sudamericana,Argentina,61,39,35,45,36,56,RB,Right
12828,13955,Iván Flores,S. Trinidense,Sudamericana,Paraguay,61,37,41,41,36,59,CB,Right
12829,13955,Nicksoen Gomis,Toronto FC,MLS,France,61,28,24,36,36,61,CB,Left
12830,13955,Harrison Holgate,Fleetwood Town,EFL League Two,England,61,25,18,38,36,57,CB,Right
12831,13955,Johan Karlsson,Kalmar FF,Allsvenskan,Sweden,61,42,41,52,36,58,RB,Right
12832,13955,Kim Hyun Woo,Daejeon,K League 1,Korea Republic,61,37,38,41,36,56,CB,Right
12833,13955,Stian Kristiansen,Sandefjord,Eliteserien,Norway,61,53,48,67,36,60,CB,Left
12834,13955,Loïc Lüthi,FC Winterthur,CSSL,Switzerland,61,30,27,44,36,56,CB,Right
12835,13955,Théo Magnin,Servette FC,CSSL,Switzerland,61,35,32,41,36,61,RB,Right
12836,13955,Felix Meyer,Aleman. Aachen,3. Liga,Germany,61,38,34,43,36,61,LB,Left
12837,13955,Min Gyeong Hyeon,Incheon United,K League 1,Korea Republic,61,33,33,32,36,60,LB,Right
12838,13955,Jefferson Nazareno,Delfín SC,Sudamericana,Ecuador,61,32,29,51,36,45,CB,Right
12839,13955,Fredrik Carson Pedersen,Sandefjord,Eliteserien,Norway,61,29,24,35,36,54,RB,Right
12840,13955,Jack Sanders,St. Johnstone,Scottish Prem,England,61,31,32,38,36,47,CB,Right
12841,13955,Cory Sene,Viktoria Plzeň,Česká Liga,Senegal,61,36,32,43,36,59,CB,Right
12842,13955,Ronald Vega,ADT,Sudamericana,Peru,61,24,21,33,36,62,CB,Left
12843,13955,Max Williamsen,Kristiansund BK,Eliteserien,Norway,61,36,28,58,36,56,CB,Right
12844,13955,Yang Shiyuan,Shanghai Port FC,CSL,China PR,61,34,30,41,36,57,CDM,Right
12845,14644,Georgios Antzoulas,HJK Helsinki,Finnliiga,Greece,60,46,48,46,36,58,CB,Right
12846,14644,Lachlan Barr,Perth Glory,A-League,Australia,60,37,33,50,36,57,CB,Right
12847,14644,Davis Camacho,Técnico U.,Sudamericana,Ecuador,60,49,60,53,36,51,CDM,Right
12848,14644,Axel Cañete,S. Trinidense,Sudamericana,Paraguay,60,32,27,41,36,57,RB,Right
12849,14644,Baïla Diallo,Clermont Foot 63,Ligue 2 BKT,Senegal,60,38,38,40,36,55,LB,Left
12850,14644,Jason Gnakpa,Yverdon Sport FC,CSSL,France,60,30,23,47,36,61,CDM,Right
12851,14644,Daniel Herrera,San Lorenzo,Libertadores,Argentina,60,32,25,55,36,62,CB,Right
12852,14644,Josh Honohan,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland,60,36,38,31,36,56,CB,Right
12853,14644,Sergio Kalaj,Frosinone,Serie BKT,Albania,60,27,21,43,36,56,CB,Right
12854,14644,Kevin Pytlik,Viktoria Köln,3. Liga,Poland,60,24,16,38,36,59,CB,Right
12855,14644,Sergi Rosanas,Sparta Rotterdam,Eredivisie,Spain,60,36,30,44,36,53,RB,Right
12856,14644,Omar Sowunmi,Bromley FC,EFL League Two,England,60,36,39,43,36,51,CB,Right
12857,14644,Chris Stokes,Barrow,EFL League Two,England,60,36,22,56,36,56,CB,Left
12858,14644,Garrison Tubbs,D.C. United,MLS,United States,60,24,16,38,36,40,CB,Right
12859,14644,Wang Yi,Wuhan Three Towns,CSL,China PR,60,27,26,25,36,51,RB,Right
12860,14644,Luck Zogbé,Stade Brestois 29,Ligue 1 McDonald's,Côte d'Ivoire,60,34,32,44,36,55,RB,Right
12861,15274,Zachary Athekame,BSC Young Boys,CSSL,Switzerland,59,28,24,26,36,59,RB,Right
12862,15274,Diabé Bolumbu,SM Caen,Ligue 2 BKT,France,59,31,26,38,36,55,LB,Left
12863,15274,Maxim Burghardt,FC Erzgebirge Aue,3. Liga,Germany,59,45,43,53,36,54,RB,Right
12864,15274,Cameron Dummigan,Derry City,SSE Airtricity PD,Northern Ireland,59,40,38,51,36,57,RB,Right
12865,15274,Jahlane Forbes,Charlotte FC,MLS,United States,59,31,33,28,36,55,LB,Left
12866,15274,Jack Henry-Francis,Sligo Rovers,SSE Airtricity PD,Republic of Ireland,59,43,41,52,36,59,CDM,Right
12867,15274,Tim Kloss,1860 München,3. Liga,Germany,59,32,27,44,36,52,CDM,Left
12868,15274,Jay McGrath,Doncaster,EFL League Two,Republic of Ireland,59,28,25,35,36,52,CB,Left
12869,15274,Jevon Mills,Bohemians,SSE Airtricity PD,Republic of Ireland,59,27,24,34,36,54,CB,Right
12870,15274,Yianni Nicolaou,Macarthur FC,A-League,Australia,59,38,33,51,36,56,RB,Right
12871,15274,Marius Olsen,Kristiansund BK,Eliteserien,Norway,59,32,31,42,36,58,CB,Right
12872,15274,Johan Rapp,IFK Värnamo,Allsvenskan,Sweden,59,26,22,33,36,56,CB,Right
12873,15274,Carlitos Rodriguez,Wilstermann,Sudamericana,Bolivia,59,29,25,33,36,54,RB,Right
12874,15274,Janne Sietan,SV Waldhof,3. Liga,Germany,59,30,23,58,36,58,CB,Right
12875,15274,Mehtab Singh,Mumbai City FC,ISL,India,59,31,21,39,36,56,CB,Right
12876,15274,Wang Jianming,Qingdao Hainiu,CSL,Chinese Taipei,59,44,42,46,36,58,RM,Right
12877,15758,Mansour Al Shammari,Al Nassr,ROSHN Saudi League,Saudi Arabia,58,28,25,30,36,53,LB,Left
12878,15758,Mandar Desai,Chennaiyin FC,ISL,India,58,51,43,63,36,51,LB,Left
12879,15758,Aksel Halsgaard,AGF,3F Superliga,Denmark,58,31,30,40,36,62,CB,Right
12880,15758,Kim Geon Hui,Incheon United,K League 1,Korea Republic,58,24,19,36,36,54,CB,Right
12881,15758,Jon Martín,Real Sociedad,LALIGA EA SPORTS,Spain,58,26,21,34,36,58,CB,Right
12882,15758,Manuel Osifo,OH Leuven,1A Pro League,Belgium,58,26,20,36,36,47,CDM,Right
12883,15758,Sergiu Pîrvulescu,FC Gloria Buzău,SUPERLIGA,Romania,58,41,38,44,36,54,RB,Right
12884,15758,Elkin Ruiz,IDV,Libertadores,Ecuador,58,38,42,39,36,49,LB,Left
12885,15758,Gabriel Wallentin,Halmstads BK,Allsvenskan,Sweden,58,25,21,37,36,55,CB,Right
12886,15758,Philipp Wydra,Austria Klagenfurt,Ö. Bundesliga,Austria,58,46,50,46,36,56,CM,Right
12887,16153,Siaka Bakayoko,Amiens SC,Ligue 2 BKT,France,57,29,26,41,36,53,CB,Right
12888,16153,Brandon Cambridge,Charlotte FC,MLS,United States,57,35,31,42,36,55,CM,Right
12889,16153,Seán Grehan,Crystal Palace,Premier League,Republic of Ireland,57,24,19,38,36,52,CB,Right
12890,16153,Aaron Gurd,Sydney FC,A-League,Australia,57,29,22,49,36,56,CB,Right
12891,16153,Jerry Lalrinzuala,Odisha FC,ISL,India,57,41,36,58,36,55,LB,Left
12892,16153,Ivan Nikolov,Sønderjyske,3F Superliga,North Macedonia,57,38,31,50,36,55,CM,Right
12893,16153,Kerr Smith,Aston Villa,Premier League,Scotland,57,28,26,33,36,49,CB,Right
12894,16153,Niklas Szerencsi,Austria Klagenfurt,Ö. Bundesliga,Austria,57,25,20,33,36,50,CB,Right
12895,16153,Junior Tiensia,Barrow,EFL League Two,England,57,32,23,44,36,48,LB,Left
12896,16153,Reece Welch,Everton,Premier League,England,57,24,17,39,36,44,CB,Right
12897,16153,Zhang Wei,Qingdao Hainiu,CSL,China PR,57,53,56,55,36,55,ST,Right
12898,16470,Yuri Casermeiro,Central Córdoba,Primera División,Argentina,56,22,17,36,36,44,CB,Right
12899,16470,Oliver Jones,Macarthur FC,A-League,Australia,56,40,37,47,36,53,CB,Left
12900,16470,Sasha Kuzevski,Central Coast,A-League,Australia,56,39,36,48,36,48,RB,Right
12901,16470,Jack Neeley,Charlotte FC,MLS,United States,56,25,21,37,36,40,CB,Right
12902,16470,Ramhlunchhunga Ramhlunchhunga,Hyderabad FC,ISL,India,56,41,41,43,36,54,LM,Right
12903,16470,Wang Yaopeng,Changchun Yatai,CSL,China PR,56,27,22,40,36,53,CB,Right
12904,16743,Souvik Chakrabarti,East Bengal,ISL,India,55,43,39,51,36,48,RB,Right
12905,16743,Nate Jones,Colorado Rapids,MLS,United States,55,24,21,33,36,45,CB,Left
12906,16743,Li Zhi,SZ Peng City,CSL,China PR,55,26,23,23,36,46,LB,Left
12907,16743,Gustavo Marecos,Guaraní,Sudamericana,Paraguay,55,39,39,45,36,58,CM,Right
12908,16743,Ninthoi Meetei,Punjab FC,ISL,India,55,42,44,43,36,50,RM,Right
12909,16743,Araphat Mohammed,FC Nordsjælland,3F Superliga,Ghana,55,35,28,48,36,53,CM,Left
12910,16743,Arne Hopland Ødegård,HamKam Fotball,Eliteserien,Norway,55,44,40,58,36,52,CM,Right
12911,16962,Harry Politidis,Melbourne City,A-League,Australia,54,40,38,52,36,47,LB,Left
12912,16962,Justin Reynolds,Chicago Fire FC,MLS,United States,54,28,28,20,36,50,RB,Right
12913,16962,Sun Guoliang,Changchun Yatai,CSL,China PR,54,23,18,39,36,48,CB,Right
12914,16962,Jonas Torsvik,SK Brann,Eliteserien,Norway,54,39,38,42,36,52,LB,Left
12915,17301,Jaxon Brown,Swindon Town,EFL League Two,England,52,33,26,44,36,47,CDM,Right
12916,17301,Nawaf Hawsawi,Al Riyadh,ROSHN Saudi League,Saudi Arabia,52,40,37,50,36,50,CDM,Left
12917,17301,Ricky John Shabong,Punjab FC,ISL,India,52,36,35,45,36,48,CDM,Right
12918,17301,Song Yue,SZ Peng City,CSL,China PR,52,37,33,49,36,44,CB,Right
12919,17301,Ethan Sutcliffe,AFC Wimbledon,EFL League Two,England,52,23,17,32,36,46,CB,Right
12920,17301,Morgan Williams,AFC Wimbledon,EFL League Two,Wales,52,46,44,54,36,49,CM,Right
12921,17444,Vanlalpeka Guite,East Bengal,ISL,India,51,38,30,50,36,53,CM,Right
12922,17444,Lee Hyun Yong,Suwon FC,K League 1,Korea Republic,51,25,19,36,36,45,CB,Right
12923,17444,Abdullah Masoud,Al Kholood,ROSHN Saudi League,Saudi Arabia,51,33,30,39,36,44,CB,Right
12924,17444,Nelson Sanca,Newport County,EFL League Two,Portugal,51,25,19,38,36,46,CB,Right
12925,17444,Wu Wei,Cangzhou FC,CSL,China PR,51,24,20,26,36,47,RB,Right
12926,17535,Lalremtluanga Fanai,Bengaluru FC,ISL,India,50,34,33,45,36,55,CDM,Right
12927,17535,Jeorgio Kocevski,Orlando City,MLS,United States,50,40,36,52,36,49,CM,Right
12928,17535,Abhishek Singh,Punjab FC,ISL,India,50,33,30,34,36,51,RB,Right
12929,17535,Wang Junqiang,Shanghai Shenhua,CSL,China PR,50,27,28,23,36,50,LB,Left
12930,17629,Harry Ashfield,Wrexham,EFL League One,Wales,49,37,31,46,36,49,CM,Right
12931,17629,Bae Soo Min,Daegu FC,K League 1,Korea Republic,49,42,38,50,36,50,CM,Right
12932,17629,Heo Dong Min,FC Seoul,K League 1,Korea Republic,49,32,27,41,36,53,CDM,Right
12933,17629,Liu Weicheng,Qingdao Hainiu,CSL,China PR,49,37,34,43,36,48,CM,Right
12934,17629,Yu Tianxiang,Wuhan Three Towns,CSL,China PR,49,28,26,28,36,47,RB,Right
12935,17686,Choi Min Ki,Daegu FC,K League 1,Korea Republic,48,38,31,53,36,46,CM,Right
12936,17717,Fredy Chawngthansanga,NorthEast United,ISL,India,47,40,41,39,36,43,CAM,Right
12937,970,Giorgio Scalvini,Bergamo Calcio,Serie A Enilive,Italy,78,35,23,57,35,77,CB,Right
12938,1218,Vitaliy Mykolenko,Everton,Premier League,Ukraine,77,51,44,63,35,73,LB,Left
12939,1218,Germán Pezzella,River Plate,Libertadores,Argentina,77,49,48,54,35,74,CB,Right
12940,1525,Aïssa Mandi,LOSC Lille,Ligue 1 McDonald's,Algeria,76,46,41,52,35,75,CB,Right
12941,1525,Mykola Matviienko,Shakhtar Donetsk,Ukrayina Liha,Ukraine,76,55,51,73,35,73,CB,Left
12942,1525,Kevin Mbabu,FC Midtjylland,3F Superliga,Switzerland,76,51,49,66,35,64,RB,Right
12943,1888,Nathan Collins,Brentford,Premier League,Republic of Ireland,75,30,29,46,35,74,CB,Right
12944,1888,Brandon Mechele,Club Brugge,1A Pro League,Belgium,75,39,38,63,35,68,CB,Right
12945,2318,Koki Machida,R. Union St.-G.,1A Pro League,Japan,74,42,34,73,35,72,CB,Left
12946,2318,Teden Mengi,Luton Town,EFL Championship,England,74,39,33,54,35,72,CB,Right
12947,2318,Stefan Mitrović,KAA Gent,1A Pro League,Serbia,74,34,22,59,35,72,CB,Right
12948,2318,Joe Worrall,Burnley,EFL Championship,England,74,25,20,34,35,68,CB,Right
12949,2882,Mads Roerslev,Brentford,Premier League,Denmark,73,45,44,51,35,72,RB,Right
12950,2882,Matteo Ruggeri,Bergamo Calcio,Serie A Enilive,Italy,73,57,59,69,35,72,LM,Left
12951,2882,Hassan Tombakti,Al Hilal,ROSHN Saudi League,Saudi Arabia,73,34,33,40,35,73,CB,Right
12952,2882,Diego Viera,Libertad,Libertadores,Paraguay,73,27,21,41,35,70,CB,Right
12953,3521,Luis Abram,Atlanta United,MLS,Peru,72,42,39,56,35,68,CB,Left
12954,3521,Facundo Roncaglia,Sarmiento,Primera División,Argentina,72,51,38,77,35,72,CB,Right
12955,3521,Tom Rothe,Union Berlin,Bundesliga,Germany,72,45,43,58,35,70,LB,Left
12956,4260,Víctor Chust,Cádiz CF,LALIGA HYPERMOTION,Spain,71,30,28,32,35,67,CB,Right
12957,4260,Marco Curto,Cesena,Serie BKT,Italy,71,37,33,40,35,71,CB,Right
12958,4260,Daam Foulon,KV Mechelen,1A Pro League,Belgium,71,52,45,65,35,65,LM,Left
12959,4260,Giorgos Kyriakopoulos,Monza,Serie A Enilive,Greece,71,49,40,68,35,70,LB,Left
12960,4260,Jérémy Mellot,CD Tenerife,LALIGA HYPERMOTION,France,71,42,42,55,35,61,RB,Right
12961,4260,Aiham Ousou,Sp. Charleroi,1A Pro League,Syria,71,31,23,47,35,69,CB,Right
12962,4260,Nathan Patterson,Everton,Premier League,Scotland,71,46,41,62,35,66,RB,Right
12963,4260,Mërgim Vojvoda,Torino,Serie A Enilive,Kosovo,71,54,44,69,35,74,LM,Right
12964,5037,Juan Felipe Aguirre,Atl. Nacional,Liga Colombia,Colombia,70,38,38,45,35,60,CB,Right
12965,5037,David Bates,Standard Liège,1A Pro League,Scotland,70,29,29,34,35,58,CB,Right
12966,5037,Archie Brown,KAA Gent,1A Pro League,England,70,47,44,58,35,67,LM,Left
12967,5037,Will Fish,Cardiff City,EFL Championship,England,70,34,29,50,35,66,CB,Right
12968,5037,Robin Jansson,Orlando City,MLS,Sweden,70,28,24,32,35,52,CB,Left
12969,5037,Danley Jean Jacques,Philadelphia,MLS,Haiti,70,51,41,67,35,65,CDM,Left
12970,5037,Ethan Laird,Birmingham City,EFL League One,England,70,54,54,63,35,69,RB,Right
12971,5037,Rasmus Lauritsen,Brøndby IF,3F Superliga,Denmark,70,41,42,45,35,68,CB,Right
12972,5037,Abdul Mumin,Rayo Vallecano,LALIGA EA SPORTS,Ghana,70,36,32,52,35,65,CB,Right
12973,5037,Julián Quiñónes,Deportes Tolima,Sudamericana,Colombia,70,35,21,63,35,61,CB,Right
12974,5037,Tobias Salquist,Chicago Fire FC,MLS,Denmark,70,41,38,61,35,68,CB,Right
12975,5037,Ron Schallenberg,FC Schalke 04,Bundesliga 2,Germany,70,49,48,53,35,70,CDM,Right
12976,5037,Jamil Siebert,Düsseldorf,Bundesliga 2,Germany,70,33,23,52,35,65,CB,Right
12977,5037,Jorne Spileers,Club Brugge,1A Pro League,Belgium,70,31,26,49,35,68,CB,Right
12978,5037,Anton Tinnerholm,Malmö FF,Allsvenskan,Sweden,70,51,51,52,35,72,RB,Right
12979,5037,Fernando Tobio,Huracán,Primera División,Argentina,70,30,27,40,35,66,CB,Right
12980,5037,Francesco Vicari,Bari,Serie BKT,Italy,70,27,21,44,35,68,CB,Right
12981,5037,Oliver Villadsen,1. FC Nürnberg,Bundesliga 2,Denmark,70,48,50,55,35,67,RB,Right
12982,5902,Samson Baidoo,RB Salzburg,Ö. Bundesliga,Austria,69,26,22,39,35,61,CB,Right
12983,5902,Alex Bangura,Middlesbrough,EFL Championship,Sierra Leone,69,30,21,45,35,62,LB,Left
12984,5902,Rasmus Carstensen,1. FC Köln,Bundesliga 2,Denmark,69,48,45,58,35,64,RB,Right
12985,5902,Jannik Dehm,Hannover 96,Bundesliga 2,Germany,69,49,43,62,35,66,RB,Right
12986,5902,Maximilian Dietz,Fürth,Bundesliga 2,United States,69,26,19,38,35,69,CB,Right
